83.149.9.216;[25/July/2018:10:05:03 +0000] GET /presentations/logstash-monitorama-2018/images/kibana-search.png 200 203023
213.112.253.123 [27/July/2018:00:05:32 +0000] GET /favicon.ico 200 3638
117.172.98.228 [27/July/2018:00:05:23 +0000] GET /presentations/logstash-puppetconf-2012/ 200 37269
117.172.98.228 [27/July/2018:00:05:39 +0000] GET /presentations/puppet-at-loggly/puppet-at-loggly.pdf.html 200 24747
207.241.237.223 [27/July/2018:00:05:31 +0000] GET /blog/geekery/find-that-lost-screen-session-2.html  200 10566
207.241.237.103 [27/July/2018:00:05:28 +0000] GET /blog/tags/screen  200 26645
209.85.238.199 [27/July/2018:00:05:18 +0000] GET /blog/tags/firefox?flav=rss20 200 16021
66.249.73.135 [27/July/2018:00:05:19 +0000] GET /?flav=rss20 200 29941
46.105.14.53 [27/July/2018:00:05:23 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
77.248.77.178 [27/July/2018:00:05:47 +0000] GET /articles/ssh-security/ 200 16543
77.248.77.178 [27/July/2018:00:05:27 +0000] GET /reset.css 200 1015
77.248.77.178 [27/July/2018:00:05:24 +0000] GET /style2.css 200 4877
77.248.77.178 [27/July/2018:00:05:36 +0000] GET /images/jordan-80.png 200 6146
77.248.77.178 [27/July/2018:00:05:14 +0000] GET /images/web/2009/banner.png 200 52315
77.248.77.178 [27/July/2018:00:05:19 +0000] GET /favicon.ico 200 3638
172.56.28.38 [27/July/2018:00:05:04 +0000] GET /projects/xdotool/xdotool.xhtml 200 50112
172.56.28.38 [27/July/2018:00:05:32 +0000] GET /favicon.ico 200 3638
94.79.44.40 [27/July/2018:00:05:10 +0000] GET /blog/geekery/xsendevent-xdotool-and-ld_preload.html 200 10049
94.79.44.40 [27/July/2018:00:05:03 +0000] GET /reset.css 200 1015
94.79.44.40 [27/July/2018:00:05:33 +0000] GET /style2.css 200 4877
94.79.44.40 [27/July/2018:00:05:11 +0000] GET /favicon.ico 200 3638
94.79.44.40 [27/July/2018:00:05:06 +0000] GET /images/jordan-80.png 200 6146
94.79.44.40 [27/July/2018:00:05:42 +0000] GET /images/web/2009/banner.png 200 52315
180.76.6.52 [27/July/2018:00:05:22 +0000] GET /blog/geekery/sysprep-might-cause-early-balding.html?commentlimit=0 200 9043
117.78.13.17 [27/July/2018:00:05:49 +0000] GET /  200 37932
207.241.237.102 [27/July/2018:00:05:32 +0000] GET /blog/tags/egg2rpm  200 11338
74.125.176.82 [27/July/2018:00:05:46 +0000] GET /?flav=rss20 200 29941
207.241.237.225 [27/July/2018:00:05:42 +0000] GET /blog/productivity/wakeup-script.html  200 8753
5.63.5.62 [27/July/2018:00:05:59 +0000] GET /images/googledotcom.png 200 65748
207.241.237.223 [27/July/2018:00:05:36 +0000] GET /blog/tags/site  200 28160
207.241.237.227 [27/July/2018:00:05:47 +0000] GET /blog/tags/security  200 52349
192.3.22.170 [27/July/2018:00:05:32 +0000] GET /  200 37932
192.3.22.170 [27/July/2018:00:05:05 +0000] GET /blog/geekery/installing-windows-8-consumer-preview.html  200 8948
46.105.14.53 [27/July/2018:00:05:56 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
207.241.237.227 [27/July/2018:01:05:15 +0000] GET /blog/tags/releases  200 19781
207.241.237.220 [27/July/2018:01:05:11 +0000] GET /blog/geekery/tsawm-window-manager-project.html  200 10489
207.241.237.225 [27/July/2018:01:05:53 +0000] GET /blog/tags/xdo  200 17500
173.44.57.180 [27/July/2018:01:05:47 +0000] GET /blog/projects 200 54683
207.241.237.104 [27/July/2018:01:05:56 +0000] GET /blog/tags/software  200 11159
85.28.124.249 [27/July/2018:01:05:25 +0000] GET /articles/dynamic-dns-with-dhcp/ 200 18848
85.28.124.249 [27/July/2018:01:05:08 +0000] GET /style2.css 200 4877
85.28.124.249 [27/July/2018:01:05:50 +0000] GET /images/jordan-80.png 200 6146
85.28.124.249 [27/July/2018:01:05:59 +0000] GET /reset.css 200 1015
85.28.124.249 [27/July/2018:01:05:33 +0000] GET /images/web/2009/banner.png 200 52315
85.28.124.249 [27/July/2018:01:05:00 +0000] GET /favicon.ico 200 3638
66.249.73.135 [27/July/2018:01:05:52 +0000] GET /?flav=atom 200 32352
207.241.237.223 [27/July/2018:01:05:26 +0000] GET /blog/geekery/xscreensaver-hack-to-not-annoy-coworkers.html  200 8851
207.241.237.102 [27/July/2018:01:05:21 +0000] GET /blog/geekery/python-data-bdb-and-friends.html  200 11607
207.241.237.223 [27/July/2018:01:05:14 +0000] GET /blog/tags/shdh18  200 14598
207.241.237.223 [27/July/2018:01:05:54 +0000] GET /blog/tags/strtok  200 10404
207.241.237.221 [27/July/2018:01:05:21 +0000] GET /blog/geekery/a-step-in-a-new-direction.html  200 15431
207.241.237.221 [27/July/2018:01:05:24 +0000] GET /blog/tags/pam_captcha  200 14868
207.241.237.220 [27/July/2018:01:05:38 +0000] GET /blog/geekery/eventdb-ideas.html  200 11418
207.241.237.220 [27/July/2018:01:05:24 +0000] GET /blog/tags/barcampstanford  200 18698
207.241.237.101 [27/July/2018:01:05:40 +0000] GET /blog/geekery/mini-freebsd-script.html  200 10638
207.241.237.104 [27/July/2018:01:05:49 +0000] GET /blog/tags/xpathtool  200 12150
66.249.73.185 [27/July/2018:01:05:47 +0000] GET /files/pam_logfailure/ 200 992
207.241.237.220 [27/July/2018:01:05:32 +0000] GET /blog/tags/pcre  200 19905
207.241.237.102 [27/July/2018:01:05:20 +0000] GET /blog/tags/apache  200 15846
50.152.223.37 [27/July/2018:01:05:10 +0000] GET /presentations/logstash-scale11x/images/logstash.png 200 47731
207.241.237.103 [27/July/2018:01:05:42 +0000] GET /blog/geekery/grok-like-grep.html  200 11885
46.105.14.53 [27/July/2018:01:05:55 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
66.249.73.135 [27/July/2018:01:05:47 +0000] GET /articles/dynamic-dns-with-dhcp/ 200 18848
207.241.237.225 [27/July/2018:01:05:22 +0000] GET /blog/tags/extension  200 11376
66.249.73.135 [27/July/2018:01:05:29 +0000] GET /blog/tags/installer%20failure 200 8948
207.241.237.101 [27/July/2018:01:05:00 +0000] GET /blog/geekery/year-in-review-2006.html  200 11717
54.234.1.193 [27/July/2018:01:05:48 +0000] GET /favicon.ico 200 3638
207.241.237.227 [27/July/2018:01:05:49 +0000] GET /blog/tags/defcon15  200 20233
207.241.237.220 [27/July/2018:01:05:44 +0000] GET /blog/tags/tales-of-olden-time  200 11717
50.16.19.13 [27/July/2018:01:05:41 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
82.145.219.13 [27/July/2018:01:05:11 +0000] GET /blog 200 37936
82.145.219.13 [27/July/2018:01:05:07 +0000] GET /style2.css 200 4877
82.145.219.13 [27/July/2018:01:05:38 +0000] GET /favicon.ico 200 3638
82.145.219.13 [27/July/2018:01:05:10 +0000] GET /images/jordan-80.png 200 6146
82.145.219.13 [27/July/2018:01:05:02 +0000] GET /reset.css 200 1015
82.145.219.13 [27/July/2018:01:05:26 +0000] GET /images/web/2009/banner.png 200 52315
207.241.237.220 [27/July/2018:01:05:43 +0000] GET /blog/tags/c++  200 27925
207.241.237.101 [27/July/2018:01:05:37 +0000] GET /blog/geekery/wsj-feature.html  200 9583
207.241.237.225 [27/July/2018:01:05:40 +0000] GET /blog/geekery/grok-and-eventdb.html  200 12456
173.217.194.185 [27/July/2018:01:05:03 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 200 175208
207.241.237.223 [27/July/2018:01:05:33 +0000] GET /blog/geekery/storageutils-db-graphs-etc.html  200 10167
144.76.137.226 [27/July/2018:01:05:54 +0000] GET /projects/firefox-urledit/urledit-screencast.html  200 783
207.241.237.223 [27/July/2018:01:05:58 +0000] GET /blog/geekery/jquery-interface-puffer.html  200 9799
207.241.237.226 [27/July/2018:01:05:07 +0000] GET /blog/tags/mashupcampdublin  200 13867
207.241.237.223 [27/July/2018:01:05:19 +0000] GET /blog/tags/gtk  200 14316
66.249.73.135 [27/July/2018:01:05:36 +0000] GET /blog/geekery/sequencing-and-searching-strings 200 15370
207.241.237.104 [27/July/2018:01:05:00 +0000] GET /blog/geekery/grok-and-advanced-regex  200 11715
207.241.237.101 [27/July/2018:01:05:35 +0000] GET /blog/geekery/splitting-large-logs.html  200 11920
207.241.237.226 [27/July/2018:01:05:46 +0000] GET /blog/geekery/squid-selenium-dance-party.html  200 9633
46.105.14.53 [27/July/2018:01:05:47 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
207.241.237.101 [27/July/2018:01:05:32 +0000] GET /blog/geekery/simple-mysql-slave-id-scaling.html  200 11199
207.241.237.221 [27/July/2018:01:05:20 +0000] GET /blog/tags/cgrok  200 14014
207.241.237.220 [27/July/2018:01:05:03 +0000] GET /blog/geekery/grok-gets-more-ridiculous.html  200 9975
207.241.237.226 [27/July/2018:01:05:56 +0000] GET /blog/tags/c++grok  200 13064
86.76.247.183 [27/July/2018:01:05:44 +0000] GET /presentations/logstash-preso-1.0/ 200 56479
86.76.247.183 [27/July/2018:01:05:22 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 200 175208
86.76.247.183 [27/July/2018:01:05:07 +0000] GET /presentations/logstash-preso-1.0/css/reveal.min.css 200 23581
86.76.247.183 [27/July/2018:01:05:44 +0000] GET /presentations/logstash-preso-1.0/css/theme/night-jls.css 200 3811
86.76.247.183 [27/July/2018:01:05:32 +0000] GET /presentations/logstash-preso-1.0/lib/css/zenburn.css 200 1791
86.76.247.183 [27/July/2018:01:05:05 +0000] GET /presentations/logstash-preso-1.0/css/extra.css 200 1395
86.76.247.183 [27/July/2018:01:05:08 +0000] GET /presentations/logstash-preso-1.0/images/logstash.png 200 47731
86.76.247.183 [27/July/2018:01:05:37 +0000] GET /presentations/logstash-preso-1.0/lib/js/head.min.js 200 3170
86.76.247.183 [27/July/2018:01:05:19 +0000] GET /presentations/logstash-preso-1.0/js/reveal.min.js 200 18091
86.76.247.183 [27/July/2018:01:05:31 +0000] GET /presentations/logstash-preso-1.0/css/fonts/OpenSans.css 200 863
86.76.247.183 [27/July/2018:01:05:48 +0000] GET /presentations/logstash-preso-1.0/css/fonts/Roboto.css 200 357
86.76.247.183 [27/July/2018:01:05:10 +0000] GET /presentations/logstash-preso-1.0/images/alarm-clock.jpg 200 10645
86.76.247.183 [27/July/2018:01:05:18 +0000] GET /presentations/logstash-preso-1.0/images/nagios-sms1.png 200 55478
86.76.247.183 [27/July/2018:01:05:06 +0000] GET /presentations/logstash-preso-1.0/css/fonts/xjAJXh38I15wypJXxuGMBp0EAVxt0G0biEntp43Qt6E.ttf 200 34416
86.76.247.183 [27/July/2018:01:05:21 +0000] GET /presentations/logstash-preso-1.0/images/nagios-sms2.png 200 60656
86.76.247.183 [27/July/2018:01:05:03 +0000] GET /presentations/logstash-preso-1.0/css/fonts/cJZKeOuBrn4kERxqtaUH3aCWcynf_cDxXwCLxiixG1c.ttf 200 36492
86.76.247.183 [27/July/2018:01:05:16 +0000] GET /presentations/logstash-preso-1.0/images/nagios-sms3.png 200 65917
86.76.247.183 [27/July/2018:01:05:40 +0000] GET /presentations/logstash-preso-1.0/images/jordan.jpg 200 278476
86.76.247.183 [27/July/2018:01:05:57 +0000] GET /presentations/logstash-preso-1.0/plugin/markdown/showdown.js 200 9904
86.76.247.183 [27/July/2018:01:05:58 +0000] GET /presentations/logstash-preso-1.0/plugin/markdown/markdown.js 200 1187
86.76.247.183 [27/July/2018:01:05:52 +0000] GET /presentations/logstash-preso-1.0/images/Dreamhost_logo.svg 200 2126
86.76.247.183 [27/July/2018:01:05:04 +0000] GET /presentations/logstash-preso-1.0/plugin/highlight/highlight.js 200 26185
86.76.247.183 [27/July/2018:01:05:53 +0000] GET /presentations/logstash-preso-1.0/images/xkcd-perlswing-many.png 200 100207
86.76.247.183 [27/July/2018:01:05:27 +0000] GET /presentations/logstash-preso-1.0/images/nagios-sms4.png 200 72949
86.76.247.183 [27/July/2018:01:05:42 +0000] GET /presentations/logstash-preso-1.0/plugin/zoom-js/zoom.js 200 7697
86.76.247.183 [27/July/2018:01:05:47 +0000] GET /presentations/logstash-preso-1.0/images/computer-keyboard-jacket.jpg 200 176805
86.76.247.183 [27/July/2018:01:05:22 +0000] GET /presentations/logstash-preso-1.0/plugin/notes/notes.js 200 2892
86.76.247.183 [27/July/2018:01:05:21 +0000] GET /presentations/logstash-preso-1.0/css/fonts/Roboto-Bold.ttf 200 38720
86.76.247.183 [27/July/2018:01:05:41 +0000] GET /presentations/logstash-preso-1.0/css/fonts/Roboto-Regular.ttf 200 41820
86.76.247.183 [27/July/2018:01:05:27 +0000] GET /presentations/logstash-preso-1.0/images/logstash-dreamhost-day.png 200 34213
86.76.247.183 [27/July/2018:01:05:13 +0000] GET /presentations/logstash-preso-1.0/images/sad-medic.png 200 430406
86.76.247.183 [27/July/2018:01:05:18 +0000] GET /presentations/logstash-preso-1.0/images/nagios-sms5.png 200 78075
86.76.247.183 [27/July/2018:01:05:35 +0000] GET /presentations/logstash-preso-1.0/images/kibana-dashboard3.png 200 171717
86.76.247.183 [27/July/2018:01:05:07 +0000] GET /presentations/logstash-preso-1.0/images/kibana-search.png 200 203023
86.76.247.183 [27/July/2018:01:05:30 +0000] GET /presentations/logstash-preso-1.0/images/kibana-dashboard2.png 200 394967
173.252.110.114 [27/July/2018:01:05:03 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 206 175208
173.252.110.119 [27/July/2018:01:05:04 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 206 9000
86.76.247.183 [27/July/2018:01:05:26 +0000] GET /presentations/logstash-preso-1.0/images/kibana-dashboard.png 200 321631
86.76.247.183 [27/July/2018:01:05:16 +0000] GET /presentations/logstash-preso-1.0/images/simple-inputs.jpg 200 1045663
86.76.247.183 [27/July/2018:01:05:56 +0000] GET /presentations/logstash-preso-1.0/images/simple-inputs-filters.jpg 200 1114500
69.171.248.4 [27/July/2018:01:05:23 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 206 175208
86.76.247.183 [27/July/2018:01:05:42 +0000] GET /presentations/logstash-preso-1.0/images/simple-inputs-filters-outputs.jpg 200 1168622
69.171.248.3 [27/July/2018:01:05:32 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 206 175208
86.76.247.183 [27/July/2018:01:05:53 +0000] GET /presentations/logstash-preso-1.0/images/tiered-outputs-to-inputs.jpg 200 1079983
173.252.80.112 [27/July/2018:01:05:49 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 200 175208
86.76.247.183 [27/July/2018:01:05:36 +0000] GET /presentations/logstash-preso-1.0/images/logstashbook.png 200 54662
86.76.247.183 [27/July/2018:01:05:15 +0000] GET /presentations/logstash-preso-1.0/images/nagios-sms6.png 200 82859
86.76.247.183 [27/July/2018:01:05:33 +0000] GET /presentations/logstash-preso-1.0/images/xkcd-perl.png 200 80663
86.76.247.183 [27/July/2018:01:05:43 +0000] GET /presentations/logstash-preso-1.0/images/frontend-response-codes.png 200 52878
86.76.247.183 [27/July/2018:01:05:28 +0000] GET /presentations/logstash-preso-1.0/images/tiered-redis-output.jpg 200 1221927
86.76.247.183 [27/July/2018:01:05:14 +0000] GET /presentations/logstash-preso-1.0/css/print/paper.css 200 4254
86.76.247.183 [27/July/2018:01:05:28 +0000] GET /presentations/logstash-preso-1.0/images/tiered-redis-input.jpg 200 1046727
86.76.247.183 [27/July/2018:01:05:01 +0000] GET /presentations/logstash-preso-1.0/images/tiered-redis-input-complete.jpg 200 1103268
86.76.247.183 [27/July/2018:01:05:58 +0000] GET /presentations/logstash-preso-1.0/images/tiered-outputs-to-inputs-redis.jpg 200 2763364
86.76.247.183 [27/July/2018:02:05:40 +0000] GET /favicon.ico 200 3638
107.22.42.225 [27/July/2018:02:05:26 +0000] GET /favicon.ico 200 3638
208.91.156.11 [27/July/2018:02:05:37 +0000] GET /files/logstash/logstash-1.3.2-monolithic.jar 404 324
198.46.149.143 [27/July/2018:02:05:59 +0000] GET /blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29 200 9316
198.46.149.143 [27/July/2018:02:05:52 +0000] GET /blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29 200 10756
207.241.237.226 [27/July/2018:02:05:32 +0000] GET /blog/tags/xulrunner  200 15068
83.115.137.249 [27/July/2018:02:05:58 +0000] GET /presentations/logstash-preso-1.0/images/ahhh___rage_face_by_samusmmx-d5g5zap.png 200 175208
83.115.137.249 [27/July/2018:02:05:03 +0000] GET /favicon.ico 200 3638
23.20.83.155 [27/July/2018:02:05:48 +0000] GET /favicon.ico 200 3638
23.20.83.155 [27/July/2018:02:05:15 +0000] GET /apple-touch-icon.png 404 300
207.241.237.220 [27/July/2018:02:05:27 +0000] GET /blog/tags/shdh  200 14596
66.249.73.135 [27/July/2018:02:05:47 +0000] GET /blog/rants/forbes-dot-com-sucks.html 200 9482
207.241.237.223 [27/July/2018:02:05:08 +0000] GET /blog/geekery/yahoo-hackday-08.html  200 9882
207.241.237.102 [27/July/2018:02:05:09 +0000] GET /blog/geekery/grok-pattern-predicates  200 10730
197.235.139.144 [27/July/2018:02:05:37 +0000] GET /images/googledotcom.png 200 65748
207.241.237.101 [27/July/2018:02:05:01 +0000] GET /blog/geekery/migration-to-googlecode.html  200 9736
107.170.40.199 [27/July/2018:02:05:13 +0000] GET /?flav=atom 200 32352
74.125.176.150 [27/July/2018:02:05:44 +0000] GET /?flav=rss20 200 29941
46.105.14.53 [27/July/2018:02:05:15 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
207.241.237.221 [27/July/2018:02:05:27 +0000] GET /blog/tags/shmoocon2007  200 14763
66.249.73.135 [27/July/2018:02:05:38 +0000] GET /presentations/logstash-hmmm/ 200 18298
109.189.132.223 [27/July/2018:02:05:23 +0000] GET /projects/xdotool/ 200 12292
207.241.237.103 [27/July/2018:02:05:19 +0000] GET /scripts/tagcloud.py  200 1765
109.189.132.223 [27/July/2018:02:05:35 +0000] GET /reset.css 200 1015
109.189.132.223 [27/July/2018:02:05:39 +0000] GET /style2.css 200 4877
109.189.132.223 [27/July/2018:02:05:51 +0000] GET /images/jordan-80.png 200 6146
109.189.132.223 [27/July/2018:02:05:41 +0000] GET /images/web/2009/banner.png 200 52315
109.189.132.223 [27/July/2018:02:05:37 +0000] GET /favicon.ico 200 3638
207.241.237.220 [27/July/2018:02:05:21 +0000] GET /blog/tags/barcampnyc  200 10762
207.241.237.103 [27/July/2018:02:05:59 +0000] GET /blog/geekery/rhapsody-on-linux.html  200 9109
207.241.237.220 [27/July/2018:02:05:14 +0000] GET /blog/tags/fex  200 13425
80.57.170.121 [27/July/2018:02:05:44 +0000] GET /blog/geekery/debugging-java-performance.html 200 15796
80.57.170.121 [27/July/2018:02:05:18 +0000] GET /reset.css 200 1015
80.57.170.121 [27/July/2018:02:05:35 +0000] GET /style2.css 200 4877
80.57.170.121 [27/July/2018:02:05:15 +0000] GET /images/jordan-80.png 200 6146
80.57.170.121 [27/July/2018:02:05:06 +0000] GET /images/web/2009/banner.png 200 52315
80.57.170.121 [27/July/2018:02:05:47 +0000] GET /favicon.ico 200 3638
207.241.237.102 [27/July/2018:02:05:13 +0000] GET /blog/geekery/pull-album-covers-from-amazon.html  200 9356
207.241.237.225 [27/July/2018:02:05:21 +0000] GET /blog/tags/weekof  200 12410
207.241.237.223 [27/July/2018:02:05:28 +0000] GET /blog/rants/the-itunes-model.html  200 10170
207.241.237.225 [27/July/2018:02:05:36 +0000] GET /blog/geekery/non-compiler-caching.html  200 10495
157.56.229.247 [27/July/2018:02:05:22 +0000] GET /blog/tags/eventdb 200 20966
209.85.238.199 [27/July/2018:02:05:44 +0000] GET /?flav=rss20 200 29941
207.241.237.227 [27/July/2018:02:05:53 +0000] GET /blog/geekery/boost-xpressive-testing.html  200 10337
207.241.237.227 [27/July/2018:02:05:30 +0000] GET /projects/pam_captcha/  200 10514
66.249.73.135 [27/July/2018:02:05:46 +0000] GET /blog/tags/logs 200 34598
207.241.237.223 [27/July/2018:02:05:20 +0000] GET /blog/geekery/grok-pattern-autodiscovery  200 12851
207.241.237.104 [27/July/2018:02:05:25 +0000] GET /blog/geekery/session-balancing-across-tomcats-with-apache.html  200 12375
207.241.237.223 [27/July/2018:02:05:08 +0000] GET /blog/tags/xpressive  200 12340
207.241.237.226 [27/July/2018:02:05:25 +0000] GET /blog/geekery/shell-shortcut-hacks.html  200 9363
66.249.83.223 [27/July/2018:02:05:01 +0000] GET / 200 37932
66.249.83.223 [27/July/2018:02:05:33 +0000] GET /favicon.ico 200 3638
46.105.14.53 [27/July/2018:02:05:54 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
91.9.25.91 [27/July/2018:02:05:11 +0000] GET /projects/xdotool/xdotool.xhtml 200 50112
91.9.25.91 [27/July/2018:02:05:19 +0000] GET /favicon.ico 200 3638
94.23.106.234 [27/July/2018:02:05:42 +0000] GET /presentations/logstash-metrics-sf-2012.10/ 200 18729
94.23.106.234 [27/July/2018:02:05:39 +0000] GET /presentations/logstash-metrics-sf-2012.10/ 200 18729
105.235.218.242 [27/July/2018:02:05:21 +0000] GET /projects/xdotool/ 200 12292
105.235.218.242 [27/July/2018:02:05:43 +0000] GET /images/jordan-80.png 200 6146
105.235.218.242 [27/July/2018:02:05:13 +0000] GET /reset.css 200 1015
105.235.218.242 [27/July/2018:02:05:32 +0000] GET /style2.css 200 4877
105.235.218.242 [27/July/2018:02:05:07 +0000] GET /images/web/2009/banner.png 200 52315
71.33.204.157 [27/July/2018:02:05:11 +0000] GET /articles/dynamic-dns-with-dhcp/ 200 18848
71.33.204.157 [27/July/2018:02:05:08 +0000] GET /reset.css 200 1015
71.33.204.157 [27/July/2018:02:05:06 +0000] GET /style2.css 200 4877
71.33.204.157 [27/July/2018:02:05:40 +0000] GET /images/jordan-80.png 200 6146
105.235.218.242 [27/July/2018:02:05:56 +0000] GET /favicon.ico 200 3638
71.33.204.157 [27/July/2018:02:05:54 +0000] GET /images/web/2009/banner.png 200 52315
71.33.204.157 [27/July/2018:02:05:10 +0000] GET /favicon.ico 200 3638
207.241.237.221 [27/July/2018:02:05:44 +0000] GET /blog/tags/boost  200 16587
207.241.237.223 [27/July/2018:02:05:29 +0000] GET /blog/geekery/sparsa2006.html  200 25306
207.241.237.227 [27/July/2018:02:05:52 +0000] GET /blog/tags/hackday06  200 14134
207.241.237.220 [27/July/2018:02:05:39 +0000] GET /blog/tags/sed  200 13715
207.241.237.227 [27/July/2018:02:05:09 +0000] GET /blog/tags/music  200 17268
66.249.73.135 [27/July/2018:02:05:51 +0000] GET /blog/tags/networking 200 46777
209.85.238.199 [27/July/2018:02:05:30 +0000] GET /?flav=atom 200 32352
123.125.71.114 [27/July/2018:02:05:39 +0000] GET / 200 37932
69.115.24.125 [27/July/2018:02:05:41 +0000] GET /projects/xdotool/xdotool.xhtml 200 50112
69.115.24.125 [27/July/2018:02:05:26 +0000] GET /favicon.ico 200 3638
220.181.108.171 [27/July/2018:02:05:05 +0000] GET / 200 36824
50.16.19.13 [27/July/2018:02:05:09 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
207.241.237.225 [27/July/2018:02:05:11 +0000] GET /blog/geekery/year-in-review-2008.html  200 16780
207.241.237.101 [27/July/2018:02:05:37 +0000] GET /blog/geekery/barcamp-rochester3.html  200 10558
46.105.14.53 [27/July/2018:02:05:09 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
207.241.237.225 [27/July/2018:02:05:39 +0000] GET /blog/geekery/mysql-prepare-queries-not-cached  200 12484
79.114.119.129 [27/July/2018:02:05:09 +0000] GET / 200 37932
208.93.0.48 [27/July/2018:02:05:28 +0000] GET /?flav=atom 200 32352
207.241.237.225 [27/July/2018:02:05:38 +0000] GET /blog/geekery/grok-pcre-sneak.html  200 9422
207.241.237.227 [27/July/2018:02:05:53 +0000] GET /blog/tags/barcampsf  200 22492
207.241.237.103 [27/July/2018:02:05:50 +0000] GET /blog/tags/xul  200 12527
79.164.36.106 [27/July/2018:02:05:38 +0000] GET /projects/xdotool/xdotool.xhtml 200 50112
79.164.36.106 [27/July/2018:02:05:26 +0000] GET /favicon.ico 200 3638
207.241.237.103 [27/July/2018:02:05:36 +0000] GET /blog/tags/code  200 14472
82.127.237.118 [27/July/2018:02:05:23 +0000] GET /files/wifipencap.sh 200 2804
207.241.237.103 [27/July/2018:02:05:34 +0000] GET /blog/tags/x11  200 33820
207.241.237.220 [27/July/2018:02:05:59 +0000] GET /blog/tags/xlib  200 23353
68.180.224.225 [27/July/2018:02:05:10 +0000] GET /blog/growing-logstash-value.html 200 11113
66.249.73.135 [27/July/2018:02:05:09 +0000] GET /blog/geekery/tsawm-window-manager-project.html 200 10489
54.219.196.51 [27/July/2018:02:05:50 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
68.180.224.225 [27/July/2018:02:05:35 +0000] GET /projects/grok 301 341
46.105.14.53 [27/July/2018:02:05:52 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
89.136.142.105 [27/July/2018:02:05:42 +0000] GET /favicon.ico 200 3638
89.136.142.105 [27/July/2018:02:05:22 +0000] GET /favicon.ico 200 3638
200.123.214.163 [27/July/2018:02:05:07 +0000] GET /images/googledotcom.png 200 65748
74.125.176.145 [27/July/2018:02:05:48 +0000] GET /?flav=rss20 200 29941
207.241.237.226 [27/July/2018:02:05:31 +0000] GET /blog/geekery/keynav-0.20100302.html  200 9892
83.253.123.163 [27/July/2018:02:05:35 +0000] GET /projects/xdotool/ 200 12292
83.253.123.163 [27/July/2018:02:05:20 +0000] GET /reset.css 200 1015
83.253.123.163 [27/July/2018:02:05:32 +0000] GET /favicon.ico 200 3638
83.253.123.163 [27/July/2018:02:05:47 +0000] GET /style2.css 200 4877
83.253.123.163 [27/July/2018:02:05:33 +0000] GET /images/jordan-80.png 200 6146
83.253.123.163 [27/July/2018:02:05:02 +0000] GET /images/web/2009/banner.png 200 52315
178.255.215.71 [27/July/2018:02:05:10 +0000] GET /blog/python/pyblosxom_antispam.html 200 9383
37.115.113.172 [27/July/2018:02:05:19 +0000] GET /blog/geekery/ssl-latency.html 200 17147
37.115.113.172 [27/July/2018:02:05:10 +0000] GET /blog/geekery/ssl-latency.html 200 17147
37.115.113.172 [27/July/2018:02:05:49 +0000] GET /blog/geekery/ssl-latency.html 200 17147
207.241.237.101 [27/July/2018:02:05:05 +0000] GET /blog/articles/ppp-over-ssh/main.html  200 18586
46.105.14.53 [27/July/2018:02:05:39 +0000] GET /blog/tags/puppet?flav=rss20 200 14872
207.241.237.103 [27/July/2018:02:05:52 +0000] GET /blog/tags/nomouse  200 11570
157.55.35.45 [27/July/2018:03:05:27 +0000] GET /articles/dynamic-dns-with-dhcp/ 200 18848
79.83.255.199 [27/July/2018:03:05:54 +0000] GET /blog/geekery/bypassing-captive-portals.html 200 10613
79.83.255.199 [27/July/2018:03:05:48 +0000] GET /reset.css 200 1015
79.83.255.199 [27/July/2018:03:05:31 +0000] GET /style2.css 200 4877
79.83.255.199 [27/July/2018:03:05:27 +0000] GET /images/jordan-80.png 200 6146
79.83.255.199 [27/July/2018:03:05:46 +0000] GET /images/web/2009/banner.png 200 52315
